T535X2D,"Toxic effect of chlorofluorocarbons, intentional self-harm, subsequent encounter"
Y92007,Garden or yard of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92008,Other place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92009,Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92010,Kitchen of single-family (private) house as the place of occurrence of the external cause
Y92011,Dining room of single-family (private) house as the place of occurrence of the external cause
Y92012,Bathroom of single-family (private) house as the place of occurrence of the external cause
Y92013,Bedroom of single-family (private) house as the place of occurrence of the external cause
Y92014,Private driveway to single-family (private) house as the place of occurrence of the external cause
Y92015,Private garage of single-family (private) house as the place of occurrence of the external cause
Y92016,Swimming-pool in single-family (private) house or garden as the place of occurrence of the external cause
Y92017,Garden or yard in single-family (private) house as the place of occurrence of the external cause
Y92018,Other place in single-family (private) house as the place of occurrence of the external cause
Y92019,Unspecified place in single-family (private) house as the place of occurrence of the external cause
Y92020,Kitchen in mobile home as the place of occurrence of the external cause
Y92021,Dining room in mobile home as the place of occurrence of the external cause
Y92022,Bathroom in mobile home as the place of occurrence of the external cause
Y92023,Bedroom in mobile home as the place of occurrence of the external cause
Y92024,Driveway of mobile home as the place of occurrence of the external cause
Y92025,Garage of mobile home as the place of occurrence of the external cause
Y92026,Swimming-pool of mobile home as the place of occurrence of the external cause
Y92027,Garden or yard of mobile home as the place of occurrence of the external cause
Y92028,Other place in mobile home as the place of occurrence of the external cause
Y92029,Unspecified place in mobile home as the place of occurrence of the external cause
Y92030,Kitchen in apartment as the place of occurrence of the external cause
Y92031,Bathroom in apartment as the place of occurrence of the external cause
Y92032,Bedroom in apartment as the place of occurrence of the external cause
Y92038,Other place in apartment as the place of occurrence of the external cause
Y92039,Unspecified place in apartment as the place of occurrence of the external cause
Y92040,Kitchen in boarding-house as the place of occurrence of the external cause
Y92041,Bathroom in boarding-house as the place of occurrence of the external cause
Y92042,Bedroom in boarding-house as the place of occurrence of the external cause
Y92043,Driveway of boarding-house as the place of occurrence of the external cause
Y92044,Garage of boarding-house as the place of occurrence of the external cause
Y92045,Swimming-pool of boarding-house as the place of occurrence of the external cause
Y92046,Garden or yard of boarding-house as the place of occurrence of the external cause
Y92048,Other place in boarding-house as the place of occurrence of the external cause
Y92049,Unspecified place in boarding-house as the place of occurrence of the external cause
Y92090,Kitchen in other non-institutional residence as the place of occurrence of the external cause
Y92091,Bathroom in other non-institutional residence as the place of occurrence of the external cause
Y92092,Bedroom in other non-institutional residence as the place of occurrence of the external cause
Y92093,Driveway of other non-institutional residence as the place of occurrence of the external cause
Y92094,Garage of other non-institutional residence as the place of occurrence of the external cause
Y92095,Swimming-pool of other non-institutional residence as the place of occurrence of the external cause
Y92096,Garden or yard of other non-institutional residence as the place of occurrence of the external cause
Y92098,Other place in other non-institutional residence as the place of occurrence of the external cause
Y92099,Unspecified place in other non-institutional residence as the place of occurrence of the external cause
Y9210,Unspecified residential institution as the place of occurrence of the external cause
Y92110,Kitchen in children's home and orphanage as the place of occurrence of the external cause
Y92111,Bathroom in children's home and orphanage as the place of occurrence of the external cause
Y92112,Bedroom in children's home and orphanage as the place of occurrence of the external cause
Y92113,Driveway of children's home and orphanage as the place of occurrence of the external cause
Y92114,Garage of children's home and orphanage as the place of occurrence of the external cause
Y92115,Swimming-pool of children's home and orphanage as the place of occurrence of the external cause
Y92116,Garden or yard of children's home and orphanage as the place of occurrence of the external cause
Y92118,Other place in children's home and orphanage as the place of occurrence of the external cause
Y92119,Unspecified place in children's home and orphanage as the place of occurrence of the external cause
Y92120,Kitchen in nursing home as the place of occurrence of the external cause
Y92121,Bathroom in nursing home as the place of occurrence of the external cause
Y92122,Bedroom in nursing home as the place of occurrence of the external cause
Y92123,Driveway of nursing home as the place of occurrence of the external cause
Y92124,Garage of nursing home as the place of occurrence of the external cause
Y92125,Swimming-pool of nursing home as the place of occurrence of the external cause
Y92126,Garden or yard of nursing home as the place of occurrence of the external cause
Y92128,Other place in nursing home as the place of occurrence of the external cause
Y92129,Unspecified place in nursing home as the place of occurrence of the external cause
Y92130,Kitchen on military base as the place of occurrence of the external cause
Y92131,Mess hall on military base as the place of occurrence of the external cause
Y92133,Barracks on military base as the place of occurrence of the external cause
Y92135,Garage on military base as the place of occurrence of the external cause
Y92136,Swimming-pool on military base as the place of occurrence of the external cause
